id,full_address,house_number,street_name,locality1,locality2,locality3,city_town,county,daft_sticker,ad_info,date_of_sale, sold_price_eur , asking_price_eur , price_diff ,bed_no,bath_no,house_type,size
1207,17 an tuairin tuam galway,17, an tuairin,,,,tuam,galway,VIEWING ADVISED,ADVANTAGE,10/11/2023,"210,000.00","210,000.00",0,3,2,Semi-D,90
1283,11 the willows abbeywood clane kildare,11, the willows,abbeywood,,,clane,kildare,,,20/10/2023,"210,000.00","210,000.00",0,2,2,Apartment,61
1284,12 the willows abbeywood clane kildare,12, the willows,abbeywood,,,clane,kildare,,,14/11/2023,"210,000.00","210,000.00",0,2,2,Apartment,61
1281,3 the ashes abbeywood clane kildare,3, the ashes,abbeywood,,,clane,kildare,,,15/09/2023,"210,000.00","210,000.00",0,2,2,Apartment,60
57,18 cahercalla heights ennis clare,18, cahercalla heights,,,,ennis,clare,,,12/01/2024,"210,000.00","170,000.00","40,000.00",3,1,Terrace,82
1519,38 sliabh breagh ardee louth,38, sliabh breagh,,,,ardee,louth,,,30/11/2023,"210,000.00","195,000.00","15,000.00",3,3,Terrace,92
1431,9 the waterfront dromod carrick-on-shannon leitrim,9, the waterfront,dromod,,,carrick-on-shannon,leitrim,,,06/12/2023,"210,000.00","195,000.00","15,000.00",3,2,Detached,
1850,36 ard grainne moate westmeath,36, ard grainne,,,,moate,westmeath,,,16/10/2023,"210,000.00","198,000.00","12,000.00",3,3,Semi-D,
1244,83 caheranne village ballyvelly tralee kerry,83, caheranne village,ballyvelly,,,tralee,kerry,,,01/11/2023,"210,000.00","200,000.00","10,000.00",3,3,Semi-D,
1707,27 ashwood knockcroghery roscommon,27, ashwood,,,,knockcroghery,roscommon,VIEWING ADVISED,ADVANTAGE,12/12/2023,"210,000.00","215,000.00","-5,000.00",4,3,Semi-D,125
312,2 dunmore the headlands wilton cork,2, dunmore,the headlands,,,wilton,cork,,,26/04/2024,"210,000.00","220,000.00","-10,000.00",2,1,Apartment,66
1581,47 castlegrove east castlebar mayo,47, castlegrove east,,,,castlebar,mayo,VIEWING ADVISED,ADVANTAGE,09/10/2023,"210,000.00","225,000.00","-15,000.00",4,3,Townhouse,121
1209,225 palace fields tuam galway,225, palace fields,,,,tuam,galway,VIEWING ADVISED,ADVANTAGE,19/10/2023,"210,000.00","240,000.00","-30,000.00",3,3,Terrace,
1550,1 laurel grove dundalk louth,1, laurel grove,,,,dundalk,louth,,,10/11/2023,"209,000.00","190,000.00","19,000.00",4,1,Semi-D,102
1282,5 the oaks abbeywood clane kildare,5, the oaks,abbeywood,,,clane,kildare,,,16/10/2023,"208,000.00","210,000.00","-2,000.00",2,2,Apartment,60
1390,34 kilnacourt woods portarlington laois,34, kilnacourt woods,,,,portarlington,laois,,,16/11/2023,"208,000.00","215,000.00","-7,000.00",3,2,Terrace,94
1817,140 mcdermott road cork road waterford city waterford,140, mcdermott road,cork road,,,waterford city,waterford,,,27/11/2023,"207,000.00","215,000.00","-8,000.00",3,1,End of Terrace,
1881,93 ashbrook the moyne enniscorthy wexford,93, ashbrook,the moyne,,,enniscorthy,wexford,,,06/11/2023,"205,000.00","205,000.00",0,3,2,Semi-D,103
1232,62 dromin green listowel kerry,62, dromin green,,,,listowel,kerry,,,07/12/2023,"205,000.00","205,000.00",0,3,3,Semi-D,102
1480,5 churchtown drive newcastle west limerick,5, churchtown drive,,,,newcastle west,limerick,,,30/11/2023,"205,000.00","205,000.00",0,3,3,Terrace,
1917,16 pierce court wexford town wexford,16, pierce court,,,,wexford town,wexford,,,28/06/2024,"205,000.00","190,000.00","15,000.00",2,2,Apartment,78
1444,7 gardenfield bruree limerick,7, gardenfield,,,,bruree,limerick,,,24/10/2023,"205,000.00","195,000.00","10,000.00",3,2,Semi-D,88
1558,38 afton drive greenacres dundalk louth,38, afton drive,greenacres,,,dundalk,louth,,,10/11/2023,"205,000.00","195,000.00","10,000.00",3,1,Semi-D,81
1904,74 portside rosslare harbour wexford,74, portside,,,,rosslare harbour,wexford,,,03/07/2024,"205,000.00","200,000.00","5,000.00",3,3,Semi-D,104
1532,195 moneymore drogheda louth,195, moneymore,,,,drogheda,louth,,,01/02/2024,"205,000.00","210,000.00","-5,000.00",3,2,End of Terrace,83
257,28 the fairway mallow cork,28, the fairway,,,,mallow,cork,,,16/02/2024,"205,000.00","219,000.00","-14,000.00",3,3,Duplex,118
716,30 montpelier view dublin 24 dublin,30, montpelier view,,,,dublin 24,dublin,,,11/03/2024,"205,000.00","225,000.00","-20,000.00",3,1,End of Terrace,81
1400,12 roselawn portlaoise laois,12, roselawn,,,,portlaoise,laois,,,10/05/2024,"205,000.00","240,000.00","-35,000.00",3,2,Detached,106
1222,3 hazel grove kenmare kerry,3, hazel grove,,,,kenmare,kerry,,,21/12/2023,"203,000.00","185,000.00","18,000.00",3,2,Apartment,74
1364,75 millbank sallins kildare,75, millbank,,,,sallins,kildare,,,15/12/2023,"203,000.00","199,950.00","3,050.00",2,1,Apartment,68
408,5 park street ballyfermot dublin 10 dublin,5, park street,ballyfermot,,,dublin 10,dublin,,,08/01/2024,"202,222.00","199,950.00","2,272.00",1,1,Terrace,32
1679,25 cappagh grove ballinagar offaly,25, cappagh grove,,,,ballinagar,offaly,,,26/10/2023,"202,000.00","180,000.00","22,000.00",3,1,Semi-D,92
144,70 frenchs avenue cobh cork,70, frenchs avenue,,,,cobh,cork,,,15/01/2024,"202,000.00","199,000.00","3,000.00",2,1,Terrace,65
1579,25 barley hill court bohola mayo,25, barley hill court,,,,bohola,mayo,SCHOOL NEARBY,ADVANTAGE,28/03/2024,"201,500.00","205,000.00","-3,500.00",3,3,Semi-D,118
205,43 upper fairhill fairhill cork,43, upper fairhill,,,,fairhill,cork,,,04/12/2023,"201,000.00","190,000.00","11,000.00",2,1,Bungalow,51
1863,32 castlelost vale rochfortbridge westmeath,32, castlelost vale,,,,rochfortbridge,westmeath,,,18/10/2023,"200,000.00","200,000.00",0,3,2,Semi-D,87
1694,68 droim liath collins lane tullamore offaly,68, droim liath,collins lane,,,tullamore,offaly,,,28/03/2024,"200,000.00","200,000.00",0,2,2,Terrace,81
715,19 kilcarrig green dublin 24 dublin,19, kilcarrig green,,,,dublin 24,dublin,,,13/10/2023,"200,000.00","200,000.00",0,3,1,Terrace,
1347,2614 dara park newbridge kildare,2614, dara park,,,,newbridge,kildare,,,25/10/2023,"200,000.00","170,000.00","30,000.00",3,1,Terrace,77
572,6 delhurst lane ongar park ongar dublin 15 dublin,6, delhurst lane,ongar park,ongar,,dublin 15,dublin,,,20/02/2024,"200,000.00","180,000.00","20,000.00",1,1,Apartment,
1239,75 orahillys villas tralee kerry,75, orahillys villas,,,,tralee,kerry,,,04/12/2023,"200,000.00","185,000.00","15,000.00",2,2,Terrace,83
1250,1073 ballyroe athy kildare,1073, ballyroe,,,,athy,kildare,,,23/02/2024,"200,000.00","198,950.00","1,050.00",3,1,Bungalow,
1439,5 gleann cryle abbeyfeale limerick,5, gleann cryle,,,,abbeyfeale,limerick,,,13/10/2023,"200,000.00","199,000.00","1,000.00",3,3,End of Terrace,105
1417,36 cosby avenue fairgreen portlaise portlaoise laois,36, cosby avenue,fairgreen,portlaise,,portlaoise,laois,,,09/11/2023,"200,000.00","199,000.00","1,000.00",3,3,Terrace,104
1918,60 whiterock view wexford town wexford,60, whiterock view,,,,wexford town,wexford,,,20/12/2023,"200,000.00","199,000.00","1,000.00",2,1,Terrace,73
412,49 seagrave way dublin 11 dublin,49, seagrave way,,,,dublin 11,dublin,,,09/09/2024,"200,000.00","210,000.00","-10,000.00",1,1,Apartment,50
1752,38 parkmore manor roscrea tipperary,38, parkmore manor,,,,roscrea,tipperary,,,19/06/2024,"200,000.00","210,000.00","-10,000.00",3,2,Semi-D,
1803,4 gracedieu villas waterford city waterford,4, gracedieu villas,,,,waterford city,waterford,,,01/03/2024,"200,000.00","230,000.00","-30,000.00",3,1,Terrace,
1750,20 glencree newport tipperary,20, glencree,,,,newport,tipperary,,,24/11/2023,"199,000.00","195,000.00","4,000.00",2,1,Semi-D,
1402,28 heathfields dublin road portlaoise laois,28, heathfields,dublin road,,,portlaoise,laois,,,23/04/2024,"199,000.00","225,000.00","-26,000.00",3,3,Terrace,89
135,64 assumption place clonakilty cork,64, assumption place,,,,clonakilty,cork,,,15/05/2024,"198,725.00","249,000.00","-50,275.00",3,1,Semi-D,69
1622,34 the village bettystown meath,34, the village,,,,bettystown,meath,,,22/09/2023,"198,000.00","180,000.00","18,000.00",3,2,Detached,85
1890,46 station court the avenue gorey wexford,46, station court,the avenue,,,gorey,wexford,,,01/11/2023,"198,000.00","200,000.00","-2,000.00",2,2,Apartment,74
45,36 rocklands cavan cavan,36, rocklands,,,,cavan,cavan,,,09/02/2024,"197,500.00","190,000.00","7,500.00",3,3,Semi-D,107
1238,59 balloonagh estate tralee kerry,59, balloonagh estate,,,,tralee,kerry,,,19/02/2024,"197,000.00","160,000.00","37,000.00",3,1,Semi-D,85
1823,12 beech court greenfields waterford city waterford,12, beech court,greenfields,,,waterford city,waterford,VIEWING ADVISED,ADVANTAGE,21/11/2023,"197,000.00","195,000.00","2,000.00",3,2,Terrace,96
1562,23 brickfield gardens newry road dundalk louth,23, brickfield gardens,newry road,,,dundalk,louth,,,01/02/2024,"197,000.00","195,000.00","2,000.00",2,1,Apartment,75
1912,19 distillery road wexford town wexford,19, distillery road,,,,wexford town,wexford,,,31/01/2024,"196,000.00","185,000.00","11,000.00",3,1,Terrace,
1858,10 mary street mullingar westmeath,10, mary street,,,,mullingar,westmeath,,,02/05/2024,"195,000.00","195,000.00",0,4,2,Terrace,
72,45 gort an clochair kilkee clare,45, gort an clochair,,,,kilkee,clare,,,21/12/2023,"195,000.00","160,000.00","35,000.00",2,1,Apartment,72
1389,8 new line close mountrath laois,8, new line close,,,,mountrath,laois,,,29/01/2024,"195,000.00","199,000.00","-4,000.00",4,3,Semi-D,
347,8 landys court harbour mill balbriggan dublin,8, landys court,harbour mill,,,balbriggan,dublin,,,08/08/2024,"195,000.00","199,500.00","-4,500.00",2,2,Apartment,70
1418,66 laurel drive esker hills ridge road portlaoise laois,66, laurel drive,esker hills,ridge road,,portlaoise,laois,,,29/02/2024,"195,000.00","210,000.00","-15,000.00",3,3,Semi-D,
1685,35 riverside portarlington offaly,35, riverside,,,,portarlington,offaly,,,14/02/2024,"194,500.00","225,000.00","-30,500.00",3,3,Semi-D,96
1826,6 pinewood drive hillview waterford city waterford,6, pinewood drive,hillview,,,waterford city,waterford,,,29/09/2023,"193,000.00","170,000.00","23,000.00",3,1,Bungalow,92
1221,11 coffeys row kenmare kerry,11, coffeys row,,,,kenmare,kerry,,,14/11/2023,"193,000.00","180,000.00","13,000.00",3,3,Semi-D,96
56,8 banner court ennis clare,8, banner court,,,,ennis,clare,,,28/05/2024,"193,000.00","189,000.00","4,000.00",3,3,Semi-D,
44,16 rathdrum cavan cavan,16, rathdrum,,,,cavan,cavan,,,15/12/2023,"192,000.00","180,000.00","12,000.00",3,2,Semi-D,96
1913,25 fishers row wexford town wexford,25, fishers row,,,,wexford town,wexford,,,06/03/2024,"191,000.00","199,000.00","-8,000.00",3,1,Semi-D,72
1568,16 shore court omeath louth,16, shore court,,,,omeath,louth,,,07/11/2023,"190,000.00","190,000.00",0,3,1,End of Terrace,96
141,28 ballynoe mews cobh cork,28, ballynoe mews,,,,cobh,cork,,,23/11/2023,"190,000.00","190,000.00",0,2,1,Terrace,74
1489,10 donnellans buildings rossbrien limerick,10, donnellans buildings,,,,rossbrien,limerick,,ADVANTAGE,21/02/2024,"190,000.00","170,000.00","20,000.00",3,1,Terrace,74
1537,60 the park martello village drogheda louth,60, the park,martello village,,,drogheda,louth,,,20/12/2023,"190,000.00","180,000.00","10,000.00",2,2,Apartment,68
1369,4 abbey lawn ferrybank ferrybank kilkenny,4, abbey lawn,ferrybank,,,ferrybank,kilkenny,,,13/11/2023,"190,000.00","185,000.00","5,000.00",3,1,Bungalow,64
1259,21 coney avenue coneyboro athy kildare,21, coney avenue,coneyboro,,,athy,kildare,,,21/12/2023,"190,000.00","187,500.00","2,500.00",2,2,Terrace,78
1493,36 auburn village ballymahon longford,36, auburn village,,,,ballymahon,longford,,,27/11/2023,"190,000.00","195,000.00","-5,000.00",3,3,Townhouse,109
1682,19 gilroy avenue edenderry offaly,19, gilroy avenue,,,,edenderry,offaly,,,08/12/2023,"190,000.00","195,000.00","-5,000.00",4,1,Terrace,96
1481,15 cluain arra newcastle west limerick,15, cluain arra,,,,newcastle west,limerick,,,02/02/2024,"190,000.00","198,000.00","-8,000.00",3,2,Semi-D,
16,135 sleaty street graiguecullen carlow carlow,135, sleaty street,graiguecullen,,,carlow,carlow,,,16/02/2024,"190,000.00","220,000.00","-30,000.00",3,1,Terrace,75
1690,20 healy street tullamore offaly,20, healy street,,,,tullamore,offaly,,,17/11/2023,"189,000.00","189,000.00",0,3,1,Semi-D,
164,8 lower grattan hill lower glanmire road cork cork,8, lower grattan hill,lower glanmire road,,,cork,cork,,,23/04/2024,"189,000.00","195,000.00","-6,000.00",3,1,Terrace,63
1551,54 mcswiney street dundalk louth,54, mcswiney street,,,,dundalk,louth,,,01/03/2024,"189,000.00","200,000.00","-11,000.00",3,1,Terrace,94
1903,13 beachside dale riverchapel riverchapel wexford,13, beachside dale,riverchapel,,,riverchapel,wexford,,,20/12/2023,"187,000.00","195,000.00","-8,000.00",3,2,Terrace,82
80,23 inis mhara shannon clare,23, inis mhara,,,,shannon,clare,,,06/10/2023,"186,000.00","166,000.00","20,000.00",3,1,Terrace,
1295,8 belfry court dublin street kildare kildare,8, belfry court,dublin street,,,kildare,kildare,,,05/12/2023,"186,000.00","168,000.00","18,000.00",2,2,Apartment,
47,14 clements town cootehill cavan,14, clements town,,,,cootehill,cavan,,,10/05/2024,"186,000.00","170,000.00","16,000.00",3,2,Semi-D,
1590,17 wheatfield manor turlough road castlebar mayo,17, wheatfield manor,turlough road,,,castlebar,mayo,VIEWING ADVISED,ADVANTAGE,20/12/2023,"185,000.00","185,000.00",0,3,3,Terrace,97
248,18 bowling court mallow cork,18, bowling court,,,,mallow,cork,,,15/12/2023,"185,000.00","185,000.00",0,2,1,Apartment,80
154,111 industry street cork cork,111, industry street,,,,cork,cork,,,26/10/2023,"185,000.00","185,000.00",0,2,1,Semi-D,58
1280,13 the avenue abbeylands clane kildare,13, the avenue,abbeylands,,,clane,kildare,,,22/12/2023,"185,000.00","185,000.00",0,1,1,Apartment,41
1118,60 esker hills ballinasloe galway,60, esker hills,,,,ballinasloe,galway,,,02/05/2024,"185,000.00","185,000.00",0,3,2,Semi-D,
1602,9 bartra heights killala mayo,9, bartra heights,,,,killala,mayo,,,13/12/2023,"185,000.00","151,000.00","34,000.00",2,2,Bungalow,84
1474,27 lee estate island road limerick city limerick,27, lee estate,island road,,,limerick city,limerick,,,22/09/2023,"185,000.00","160,000.00","25,000.00",3,1,Terrace,101
1814,46 roanmore terrace cannon street waterford city waterford,46, roanmore terrace,cannon street,,,waterford city,waterford,,,27/10/2023,"185,000.00","160,000.00","25,000.00",3,1,Terrace,85
1674,25 highfield carrickmacross monaghan,25, highfield,,,,carrickmacross,monaghan,,,23/01/2024,"185,000.00","165,000.00","20,000.00",3,2,Semi-D,90
1807,34 saint ursulas terrace waterford city waterford,34, saint ursulas terrace,,,,waterford city,waterford,,,26/10/2023,"185,000.00","169,000.00","16,000.00",2,1,End of Terrace,86
1318,6 charter house maynooth kildare,6, charter house,,,,maynooth,kildare,,,20/10/2023,"185,000.00","175,000.00","10,000.00",1,,Apartment,35
1492,8 shantobar ballinalee longford,8, shantobar,,,,ballinalee,longford,,,16/02/2024,"185,000.00","179,000.00","6,000.00",3,3,Semi-D,96
258,100 woodview drive mallow cork,100, woodview drive,,,,mallow,cork,,,19/01/2024,"185,000.00","180,000.00","5,000.00",4,1,Terrace,100
1520,14 the village moorhall lodge ardee louth,14, the village,moorhall lodge,,,ardee,louth,,,25/10/2023,"185,000.00","180,000.00","5,000.00",2,1,Bungalow,63
1440,33 cryle view close killarney road abbeyfeale limerick,33, cryle view close,killarney road,,,abbeyfeale,limerick,,,15/11/2023,"185,000.00","189,000.00","-4,000.00",3,2,Bungalow,
1741,37 dun uisce cahir tipperary,37, dun uisce,,,,cahir,tipperary,,,08/12/2023,"185,000.00","190,000.00","-5,000.00",3,3,Terrace,95
339,38 saint judes court lifford donegal,38, saint judes court,,,,lifford,donegal,,,24/06/2024,"185,000.00","190,000.00","-5,000.00",3,2,Detached,
1854,82 chestnut drive mullingar westmeath,82, chestnut drive,,,,mullingar,westmeath,,,06/12/2023,"185,000.00","194,950.00","-9,950.00",3,1,Bungalow,
1824,4 beech grove greenfields waterford city waterford,4, beech grove,greenfields,,,waterford city,waterford,,,15/12/2023,"185,000.00","195,000.00","-10,000.00",3,1,Terrace,75
1739,38 cnoc na si tubbercurry sligo,38, cnoc na si,,,,tubbercurry,sligo,,,12/12/2023,"184,000.00","149,000.00","35,000.00",3,3,Semi-D,115
66,143 acha bhile lahinch road ennis clare,143, acha bhile,lahinch road,,,ennis,clare,,,15/09/2023,"183,000.00","159,000.00","24,000.00",2,2,Duplex,90
1701,6 shanacloon ballinagare ballinagare roscommon,6, shanacloon,ballinagare,,,ballinagare,roscommon,,,09/10/2023,"183,000.00","175,000.00","8,000.00",3,3,Semi-D,
59,5 saint michaels villas ennis clare,5, saint michaels villas,,,,ennis,clare,,,14/12/2023,"182,500.00","170,000.00","12,500.00",3,1,Terrace,85
1427,25 clarmallagh swan laois,25, clarmallagh,,,,swan,laois,,,05/12/2023,"182,500.00","185,000.00","-2,500.00",3,2,Semi-D,99
1298,46 the lodge abbeylands clane kildare kildare,46, the lodge,abbeylands,clane,,kildare,kildare,,,26/04/2024,"182,500.00","185,000.00","-2,500.00",1,1,Apartment,48
1595,23 grattan crescent claremorris mayo,23, grattan crescent,,,,claremorris,mayo,,,26/10/2023,"182,000.00","149,000.00","33,000.00",3,,Semi-D,
1414,48 the garden village mountmellick road portlaoise laois,48, the garden village,mountmellick road,,,portlaoise,laois,,,13/11/2023,"182,000.00","185,000.00","-3,000.00",3,2,Terrace,101
1825,10 oak avenue hillview waterford city waterford,10, oak avenue,hillview,,,waterford city,waterford,SCHOOL NEARBY,ADVANTAGE,15/02/2024,"182,000.00","195,000.00","-13,000.00",3,2,Semi-D,
167,73 rathmore terrace richmond hill cork cork,73, rathmore terrace,richmond hill,,,cork,cork,,,29/08/2023,"181,000.00","175,000.00","6,000.00",2,1,Terrace,52
280,76 carraigroe mitchelstown cork,76, carraigroe,,,,mitchelstown,cork,,,28/08/2024,"180,000.00","180,000.00",0,3,2,Duplex,109
29,31 ardkill place ballinagh cavan,31, ardkill place,,,,ballinagh,cavan,,,12/10/2023,"180,000.00","180,000.00",0,3,2,End of Terrace,104
1746,65 rockview deerpark cashel tipperary,65, rockview,deerpark,,,cashel,tipperary,,,26/03/2024,"180,000.00","180,000.00",0,3,3,Semi-D,92
1212,98 country meadows cloontooa tuam galway,98, country meadows,cloontooa,,,tuam,galway,VIEWING ADVISED,ADVANTAGE,05/04/2024,"180,000.00","180,000.00",0,3,3,End of Terrace,88
329,77 elmwood downs letterkenny donegal,77, elmwood downs,,,,letterkenny,donegal,,,26/10/2023,"180,000.00","180,000.00",0,3,1,Semi-D,
27,47 drumbannon bailieborough cavan,47, drumbannon,,,,bailieborough,cavan,,,10/01/2024,"180,000.00","160,000.00","20,000.00",3,1,End of Terrace,72
169,6 shandon place shandon street cork cork,6, shandon place,shandon street,,,cork,cork,VIEWING ADVISED,ADVANTAGE,26/04/2024,"180,000.00","170,000.00","10,000.00",3,1,Terrace,
707,28 kilwarden court clondalkin dublin 22 dublin,28, kilwarden court,clondalkin,,,dublin 22,dublin,,,16/10/2023,"180,000.00","174,000.00","6,000.00",1,1,Apartment,
1806,7 morley terrace waterford city waterford,7, morley terrace,,,,waterford city,waterford,,,23/10/2023,"180,000.00","175,000.00","5,000.00",3,2,Detached,108
1626,135 the commons duleek meath,135, the commons,,,,duleek,meath,,,26/10/2023,"180,000.00","175,000.00","5,000.00",2,1,Apartment,56
1230,23 iveragh park killorglin kerry,23, iveragh park,,,,killorglin,kerry,,,08/11/2023,"180,000.00","185,000.00","-5,000.00",3,1,Semi-D,113
1255,66 leinster street athy kildare,66, leinster street,,,,athy,kildare,,,24/10/2023,"180,000.00","185,000.00","-5,000.00",3,2,Terrace,
1438,17 lord leitrim court lough rinn mohill leitrim,17, lord leitrim court,lough rinn,,,mohill,leitrim,,,22/11/2023,"180,000.00","189,000.00","-9,000.00",3,3,Semi-D,110
1874,154 madeira oaks enniscorthy wexford,154, madeira oaks,,,,enniscorthy,wexford,,,30/01/2024,"180,000.00","195,000.00","-15,000.00",2,2,Terrace,
3,4 brown street carlow carlow,4, brown street,,,,carlow,carlow,,,18/04/2024,"180,000.00","209,000.00","-29,000.00",2,1,End of Terrace,
172,128 wolfe tone street cork cork,128, wolfe tone street,,,,cork,cork,,,09/07/2024,"180,000.00","220,000.00","-40,000.00",2,,Terrace,89
326,81 ard odonnell letterkenny donegal,81, ard odonnell,,,,letterkenny,donegal,,,19/01/2024,"179,000.00","179,000.00",0,4,1,Terrace,
330,113 foxhills letterkenny donegal,113, foxhills,,,,letterkenny,donegal,,,14/02/2024,"179,000.00","180,000.00","-1,000.00",3,2,Semi-D,96
1405,28 laurel drive esker hills portlaoise laois,28, laurel drive,esker hills,,,portlaoise,laois,,,20/12/2023,"178,000.00","160,000.00","18,000.00",2,2,Apartment,85
1138,44 clifden glen couravoughil clifden galway,44, clifden glen,couravoughil,,,clifden,galway,,,02/02/2024,"178,000.00","160,000.00","18,000.00",3,2,Detached,
68,100 dun na hinse lahinch road ennis clare,100, dun na hinse,lahinch road,,,ennis,clare,,,06/12/2023,"178,000.00","169,000.00","9,000.00",3,2,Terrace,99
1119,2 sli esker ballinasloe galway,2, sli esker,,,,ballinasloe,galway,,ADVANTAGE,15/04/2024,"177,000.00","187,500.00","-10,500.00",3,4,Semi-D,125
1580,38 castlegrove castlebar mayo,38, castlegrove,,,,castlebar,mayo,VIEWING ADVISED,ADVANTAGE,03/04/2024,"175,000.00","175,000.00",0,3,3,Terrace,95
1757,77 kennedy park thurles tipperary,77, kennedy park,,,,thurles,tipperary,,,12/12/2023,"175,000.00","175,000.00",0,3,1,Semi-D,68
1724,17 avondale sligo sligo,17, avondale,,,,sligo,sligo,,,13/10/2023,"175,000.00","135,000.00","40,000.00",3,1,End of Terrace,85
1516,18 canal drive prospect wood longford town longford,18, canal drive,prospect wood,,,longford town,longford,,,02/10/2023,"175,000.00","165,000.00","10,000.00",3,3,Semi-D,104
253,12 radharc na sleibhte mallow cork,12, radharc na sleibhte,,,,mallow,cork,,,08/09/2023,"175,000.00","170,000.00","5,000.00",4,1,Semi-D,
319,1 dartry court bundoran donegal,1, dartry court,,,,bundoran,donegal,,,24/10/2023,"175,000.00","180,000.00","-5,000.00",3,2,Semi-D,99
1888,6 beachside gardens riverchapel gorey wexford,6, beachside gardens,riverchapel,,,gorey,wexford,,,06/03/2024,"175,000.00","180,000.00","-5,000.00",3,2,End of Terrace,75
315,30 carleton village youghal cork,30, carleton village,,,,youghal,cork,,,31/01/2024,"175,000.00","180,000.00","-5,000.00",2,2,Terrace,
337,69 rann mor walk crievesmith letterkenny donegal,69, rann mor walk,crievesmith,,,letterkenny,donegal,REDUCED PRICE,ADVANTAGE,29/11/2023,"175,000.00","185,000.00","-10,000.00",4,3,Semi-D,
1799,61 ard na greine waterford city waterford,61, ard na greine,,,,waterford city,waterford,,,14/12/2023,"175,000.00","185,000.00","-10,000.00",2,1,Semi-D,
415,76a cappagh avenue finglas dublin 11 dublin,76a, cappagh avenue,finglas,,,dublin 11,dublin,,,06/12/2023,"175,000.00","299,000.00","-124,000.00",3,2,Detached,
340,4 swilly view manorcunningham donegal,4, swilly view,,,,manorcunningham,donegal,,,15/08/2024,"175,000.00","420,000.00","-245,000.00",4,5,Detached,244
1472,2a rossa villas garryowen road limerick city limerick,2a, rossa villas,garryowen road,,,limerick city,limerick,,,17/11/2023,"174,000.00","165,000.00","9,000.00",3,1,Semi-D,
334,244 ros suilighe letterkenny donegal,244, ros suilighe,,,,letterkenny,donegal,,,03/05/2024,"174,000.00","175,000.00","-1,000.00",3,1,Semi-D,
1600,27 highland park kilkelly mayo,27, highland park,,,,kilkelly,mayo,,,05/10/2023,"173,000.00","175,000.00","-2,000.00",3,3,Semi-D,
1500,57 ardnacassa avenue ballinalee road longford longford,57, ardnacassa avenue,ballinalee road,,,longford,longford,,,23/02/2024,"173,000.00","185,000.00","-12,000.00",5,1,Semi-D,137
1421,2 mooreville estate rathdowney laois,2, mooreville estate,,,,rathdowney,laois,,,08/03/2024,"173,000.00","190,000.00","-17,000.00",3,3,Semi-D,100
1408,29 gandon court fairgreen portlaoise laois,29, gandon court,fairgreen,,,portlaoise,laois,,ADVANTAGE,19/08/2024,"172,500.00","175,000.00","-2,500.00",2,1,Apartment,77
1117,10 deerpark ballinasloe galway,10, deerpark,,,,ballinasloe,galway,,,21/12/2023,"172,500.00","175,000.00","-2,500.00",2,2,Semi-D,
78,69 corrib drive shannon clare,69, corrib drive,,,,shannon,clare,,,25/09/2023,"170,500.00","155,000.00","15,500.00",3,1,Terrace,
39,15 railway view belturbet cavan,15, railway view,,,,belturbet,cavan,,,26/01/2024,"170,000.00","170,000.00",0,3,4,Semi-D,117
1767,45 cul rua aglish waterford,45, cul rua,,,,aglish,waterford,,,06/10/2023,"170,000.00","170,000.00",0,2,1,Terrace,
191,5 richardstown doneraile cork,5, richardstown,,,,doneraile,cork,,,26/07/2024,"170,000.00","150,000.00","20,000.00",1,1,Semi-D,60
1136,88 clifden glen clifden galway,88, clifden glen,,,,clifden,galway,,,27/09/2023,"170,000.00","150,000.00","20,000.00",1,1,Semi-D,
1604,35 carrowmore meadows knock mayo,35, carrowmore meadows,,,,knock,mayo,VIEWING ADVISED,ADVANTAGE,31/10/2023,"170,000.00","155,000.00","15,000.00",2,1,Terrace,85
1539,5 strand cottages north strand drogheda louth,5, strand cottages,north strand,,,drogheda,louth,,,08/12/2023,"170,000.00","160,000.00","10,000.00",2,1,Terrace,90
77,145 cluain airne shannon clare,145, cluain airne,,,,shannon,clare,,,10/11/2023,"170,000.00","165,000.00","5,000.00",3,1,Terrace,83
1967,71 church hill dunlavin wicklow,71, church hill,,,,dunlavin,wicklow,,,06/12/2023,"170,000.00","167,000.00","3,000.00",3,2,Terrace,100
21,26 mountain view hacketstown carlow,26, mountain view,,,,hacketstown,carlow,,,02/11/2023,"170,000.00","175,000.00","-5,000.00",3,1,Semi-D,82
335,4 wolfe tone place letterkenny donegal,4, wolfe tone place,,,,letterkenny,donegal,,,04/01/2024,"170,000.00","175,000.00","-5,000.00",3,1,Terrace,79
1355,3 wallace court eyre street newbridge kildare,3, wallace court,eyre street,,,newbridge,kildare,,,15/04/2024,"170,000.00","175,000.00","-5,000.00",2,3,Townhouse,70
1923,27a redmond cove redmond road wexford town wexford,27a, redmond cove,redmond road,,,wexford town,wexford,,,12/10/2023,"170,000.00","175,000.00","-5,000.00",2,2,Apartment,65
1357,1792 churchview nurney kildare,1792, churchview,,,,nurney,kildare,,,20/02/2024,"170,000.00","175,000.00","-5,000.00",4,1,Semi-D,
1216,10 saint bridgets terrace galway road tuam galway,10, saint bridgets terrace,galway road,,,tuam,galway,,,24/05/2024,"170,000.00","200,000.00","-30,000.00",3,2,Terrace,81
1494,11 church view ballymahon longford,11, church view,,,,ballymahon,longford,SCHOOL NEARBY,ADVANTAGE,06/02/2024,"169,000.00","175,000.00","-6,000.00",3,3,Terrace,101
